name,book,year,frequency
Musikdirector Eberwein,AMZ1848,1848,4
Julius Eberwein,AMZ1848,1848,4
Karl Eberwein,AMZ1848,1848,3
Schmidt Eberwein,AMZ1848,1848,3
August Mühling,AMZ1848,1848,45
 Mühling,AMZ1848,1848,16
Musikdirector Mühling,AMZ1848,1848,2
Musikdirektor Mühling,AMZ1848,1848,3
Heinrich Julius Mühling,AMZ1848,1848,2
J Mühling,AMZ1848,1848,2
His Eis,AMZ1848,1848,2
Carl Grünbaum,AMZ1848,1848,3
 Grünbaum,AMZ1848,1848,4
me Grünbaum,AMZ1848,1848,5
J C Grünbaum,AMZ1848,1848,7
Fassmann und Grünbaum,AMZ1848,1848,2
C E Hartknoch,AMZ1848,1848,4
Karl Eduard Hartknoch,AMZ1848,1848,3
Dr Frege,AMZ1848,1848,8
Livia Frege,AMZ1848,1848,10
 Henr,AMZ1848,1848,18
F M Schreinzer,AMZ1848,1848,2
Richard Löwenherz,AMZ1848,1848,34
Henning der ältere,AMZ1848,1848,2
Francesco Durante,AMZ1848,1848,12
Leo Durante,AMZ1848,1848,2
H köhler,AMZ1848,1848,3
Andreas Streicher,AMZ1848,1848,2
L Metz,AMZ1848,1848,2
J A G Heinroth,AMZ1848,1848,5
Dr Heinroth,AMZ1848,1848,33
J Heinroth,AMZ1848,1848,2
Franziska Heinroth,AMZ1848,1848,3
 Heinroth,AMZ1848,1848,2
A Gyrowez,AMZ1848,1848,2
Noue Berliner,AMZ1848,1848,3
geborner Berliner,AMZ1848,1848,3
Die Berliner,AMZ1848,1848,5
J D Sander,AMZ1848,1848,3
J Kaczkowsky,AMZ1848,1848,3
Carl Klage,AMZ1848,1848,13
Professor Bayr,AMZ1848,1848,3
 Bayr,AMZ1848,1848,7
Georg Bayr,AMZ1848,1848,3
Baumeister Limburger,AMZ1848,1848,4
Jacob Bernhard Limburger,AMZ1848,1848,4
 Lieder,AMZ1848,1848,2
Hauptmann von Bredow,AMZ1848,1848,3
v Bredow,AMZ1848,1848,2
L Spohrs,AMZ1848,1848,6
RE CERN,AMZ1848,1848,2
Ferd Carulli,AMZ1848,1848,33
 Carulli,AMZ1848,1848,12
G et F Carulli,AMZ1848,1848,3
Gustav Carulli,AMZ1848,1848,2
G C Kulenkamp,AMZ1848,1848,38
Johann Georg Heyse,AMZ1848,1848,2
Anton Flad,AMZ1848,1848,3
 Schindlöcker,AMZ1848,1848,2
Blume Rebenstein,AMZ1848,1848,2
Der neue Gutsherr,AMZ1848,1848,2
Joseph Strauss,AMZ1848,1848,29
Kapellmeister Strauss,AMZ1848,1848,4
 Strauss,AMZ1848,1848,22
Anton Strauss,AMZ1848,1848,4
Johann Strauss,AMZ1848,1848,15
de Strauss,AMZ1848,1848,2
Dr Strauss,AMZ1848,1848,5
Hofkapellmeisters Strauss,AMZ1848,1848,2
Mauro Giuliani,AMZ1848,1848,34
P NACHRICHTEN,AMZ1848,1848,2
me K,AMZ1848,1848,2
Nicola Tacchinardi,AMZ1848,1848,3
Niecola Tacchinardi,AMZ1848,1848,2
Carlo Coceia,AMZ1848,1848,2
v Baczko,AMZ1848,1848,2
Organist Hansmann,AMZ1848,1848,19
Organisten Hansmann,AMZ1848,1848,3
J L Daussek,AMZ1848,1848,2
Franz Anton Morgenroth,AMZ1848,1848,3
Franz Morgenroth,AMZ1848,1848,7
Kapellmeisters Bernh,AMZ1848,1848,2
 Bernh,AMZ1848,1848,2
Just Bernh,AMZ1848,1848,2
W Bernh,AMZ1848,1848,2
Adolph Bernh,AMZ1848,1848,3
Conradin Kreutger,AMZ1848,1848,3
Gebrüdern Schunk,AMZ1848,1848,2
Paers Sargines,AMZ1848,1848,3
n Bötticher,AMZ1848,1848,16
 Tischbein,AMZ1848,1848,2
Karl Reinthaler,AMZ1848,1848,3
 Carol,AMZ1848,1848,2
J F Kelz,AMZ1848,1848,34
J Kelz,AMZ1848,1848,4
J W Wilmse,AMZ1848,1848,3
de Bruine,AMZ1848,1848,5
C Kretschmann,AMZ1848,1848,3
Abbe Gelineck,AMZ1848,1848,3
n Kiesewetter,AMZ1848,1848,8
Hofrath von Kiesewetter,AMZ1848,1848,11
Raphael Georg Kiesewetter,AMZ1848,1848,34
Hofrath Raphael Georg Kiesewetter,AMZ1848,1848,3
Hofrath Kiesewetter,AMZ1848,1848,12
n Hofrath Kiesewetter,AMZ1848,1848,2
Balletmeister Bertini,AMZ1848,1848,2
A Bertini,AMZ1848,1848,2
Henri Bertini,AMZ1848,1848,71
Henri J Bertini,AMZ1848,1848,5
Menri Bertini,AMZ1848,1848,2
Milder Hauptmann,AMZ1848,1848,64
me Milder Hauptmann,AMZ1848,1848,2
 Hauptmann,AMZ1848,1848,2
Moritz Hauptmann,AMZ1848,1848,2
n Moritz Hauptmann,AMZ1848,1848,3
Friedrich Wilke,AMZ1848,1848,16
 Wilke,AMZ1848,1848,3
Florian Leopold Gassmann,AMZ1848,1848,2
Mathäus Stegmayer,AMZ1848,1848,3
Matthäus Stegmayer,AMZ1848,1848,2
Ferdinand Stegmayer,AMZ1848,1848,15
 Stegmayer,AMZ1848,1848,6
Winters Marie,AMZ1848,1848,2
 Marie,AMZ1848,1848,3
A J Glöckner,AMZ1848,1848,2
J Meissonnier,AMZ1848,1848,2
L Aimon,AMZ1848,1848,2
M Giulani,AMZ1848,1848,3
Canto fermo,AMZ1848,1848,4
Apostolo Zeno,AMZ1848,1848,2
Friedrich Schn,AMZ1848,1848,5
von Poissl,AMZ1848,1848,17
Freyherrn von Poissl,AMZ1848,1848,28
Baron Poissl,AMZ1848,1848,3
Baron de Poissl,AMZ1848,1848,3
Baron von Poissl,AMZ1848,1848,4
Freiherrn von Poissl,AMZ1848,1848,5
n Grua,AMZ1848,1848,2
Jude Moscheles,AMZ1848,1848,88
 Moscheles,AMZ1848,1848,4
Ignaz Moscheles,AMZ1848,1848,18
Giuliani Moscheles,AMZ1848,1848,2
n Moscheles,AMZ1848,1848,15
Alexandermarsch von Moscheles,AMZ1848,1848,2
F Moscheles,AMZ1848,1848,3
Professor Moscheles,AMZ1848,1848,2
Maria di Rohan,AMZ1848,1848,2
A Freyer,AMZ1848,1848,2
Dr Ritschl,AMZ1848,1848,2
Collins Coriolan,AMZ1848,1848,2
Egmont Coriolan,AMZ1848,1848,2
Ines de Castro,AMZ1848,1848,15
Ines di Castro,AMZ1848,1848,9
Wilhelm Tel,AMZ1848,1848,2
Anton Halm,AMZ1848,1848,7
 Halm,AMZ1848,1848,3
Joseph Fröhlich,AMZ1848,1848,4
 Fröhlich,AMZ1848,1848,9
C W Fröhlich,AMZ1848,1848,2
Theodor Fröhlich,AMZ1848,1848,4
Julien Dubois,AMZ1848,1848,2
Fr Duvernois,AMZ1848,1848,2
Amalie von Helwig,AMZ1848,1848,4
Franz Stöpel,AMZ1848,1848,5
D Stöpel,AMZ1848,1848,8
Louis Spobr,AMZ1848,1848,3
 Mayseder,AMZ1848,1848,6
Joseph Mayseder,AMZ1848,1848,19
G Mayseder,AMZ1848,1848,2
Dr de Siebold,AMZ1848,1848,3
August Kuhn,AMZ1848,1848,3
 Kuhn,AMZ1848,1848,5
Friedrich Kuhn,AMZ1848,1848,2
Hans Georg Nägoli,AMZ1848,1848,3
A Choron,AMZ1848,1848,5
J L Dussck,AMZ1848,1848,2
Williams Blondel,AMZ1848,1848,2
T Berbiguier,AMZ1848,1848,34
F Berbiguier,AMZ1848,1848,2
A Vern,AMZ1848,1848,8
Honri Horz,AMZ1848,1848,3
Clara Heinsius,AMZ1848,1848,2
P Bertuzzi,AMZ1848,1848,2
C F Ruppe,AMZ1848,1848,2
Fr Christian Ruppe,AMZ1848,1848,2
Dr Heinr,AMZ1848,1848,2
 Heinr,AMZ1848,1848,7
Carl Heinr,AMZ1848,1848,2
Nase schloss,AMZ1848,1848,2
KUR zE,AMZ1848,1848,2
Benvenuto Cellini,AMZ1848,1848,6
Nicolaus Amati,AMZ1848,1848,5
Andreas Amati,AMZ1848,1848,2
Antonio Amati,AMZ1848,1848,2
Seine Bogenführung,AMZ1848,1848,2
 Kainz,AMZ1848,1848,2
Mariane Kainz,AMZ1848,1848,8
Marianne Kainz,AMZ1848,1848,2
Witter Scholz,AMZ1848,1848,2
W E Scholz,AMZ1848,1848,3
Johann Christoph Kienlen,AMZ1848,1848,2
Franz Anton Habeneck,AMZ1848,1848,2
v Garaude,AMZ1848,1848,2
J Bedard,AMZ1848,1848,3
August Hartung,AMZ1848,1848,2
Dr Gustav,AMZ1848,1848,2
Graf Oginsky,AMZ1848,1848,2
C T Theuss,AMZ1848,1848,2
Th Theuss,AMZ1848,1848,6
Heinrich Henkel,AMZ1848,1848,3
Michael Henkel,AMZ1848,1848,41
n Henkel,AMZ1848,1848,3
Andr Henkel,AMZ1848,1848,2
 Henkel,AMZ1848,1848,3
C P Lafont,AMZ1848,1848,6
Moscheles und Lafont,AMZ1848,1848,3
n Lafont,AMZ1848,1848,2
Paganini Lafont,AMZ1848,1848,3
Herz und Lafont,AMZ1848,1848,2
seinem Lehrer,AMZ1848,1848,2
Kapellmeister am Vatican,AMZ1848,1848,2
F Pir,AMZ1848,1848,2
Himmel Deutschlands,AMZ1848,1848,2
Hans Hagel,AMZ1848,1848,2
Dr Georg Scheibner,AMZ1848,1848,3
Professor Scheibner,AMZ1848,1848,2
Georg Gottlieb Scheibner,AMZ1848,1848,2
Jesus Christus,AMZ1848,1848,2
n Jesus Christus,AMZ1848,1848,2
Jeannette Bürde,AMZ1848,1848,3
Dr Spieker,AMZ1848,1848,3
Emmi Finke,AMZ1848,1848,2
Friedrich Sehneider,AMZ1848,1848,12
 Sehneider,AMZ1848,1848,5
Dr Friedrich Sehneider,AMZ1848,1848,2
Numa Pompilius,AMZ1848,1848,2
G E Anders,AMZ1848,1848,2
Th Böhler,AMZ1848,1848,3
F Pohl,AMZ1848,1848,3
Joseph Pohl,AMZ1848,1848,4
Th Vötsch,AMZ1848,1848,2
Julius Wunderlich,AMZ1848,1848,3
J J F Dotzaner,AMZ1848,1848,2
von Drieberg,AMZ1848,1848,10
Friedrich von Drieberg,AMZ1848,1848,7
Fr Drieberg,AMZ1848,1848,3
Louise v Drieberg,AMZ1848,1848,2
Julius Pellegrini,AMZ1848,1848,2
n Pellegrini,AMZ1848,1848,2
Fr er,AMZ1848,1848,3
Die Klavierstimme,AMZ1848,1848,3
A Härtel,AMZ1848,1848,2
G Ab,AMZ1848,1848,2
 Schneiders,AMZ1848,1848,6
Friedrich Schneiders,AMZ1848,1848,23
Kapellmeister Schneiders,AMZ1848,1848,2
Rath Bossler,AMZ1848,1848,2
Ester Corsini,AMZ1848,1848,2
Maria Marcolini,AMZ1848,1848,2
Wenzel Tomaschek,AMZ1848,1848,13
W J Tomaschek,AMZ1848,1848,12
V Tomaschek,AMZ1848,1848,2
 Tomaschek,AMZ1848,1848,5
Johann Tomaschek,AMZ1848,1848,2
n Tomaschek,AMZ1848,1848,2
Ferdinando Orlandi,AMZ1848,1848,2
Elisa Orlandi,AMZ1848,1848,5
Carlotta Orlandi,AMZ1848,1848,2
Erzherzog Rudolf,AMZ1848,1848,2
Carl Guhr,AMZ1848,1848,5
und Guhr,AMZ1848,1848,2
Kapellmeister Guhr,AMZ1848,1848,10
C H Guhr,AMZ1848,1848,3
n Guhr,AMZ1848,1848,3
Musikdirector Hermstedt,AMZ1848,1848,2
 Hermstedt,AMZ1848,1848,3
Kapellmeister Hermstedt,AMZ1848,1848,2
RKapellmeister Hermstedt,AMZ1848,1848,2
Rath Suckow,AMZ1848,1848,2
Organist Seebach,AMZ1848,1848,2
n Professors,AMZ1848,1848,2
Felix Radicati,AMZ1848,1848,4
 Roger,AMZ1848,1848,2
Stabat Mater,AMZ1848,1848,2
Leopold Karl Reinecke,AMZ1848,1848,2
J P R Reinecke,AMZ1848,1848,2
Karl Reinecke,AMZ1848,1848,2
Carl Reinecke,AMZ1848,1848,12
Chevalier Chemise,AMZ1848,1848,2
Assessors Zeller,AMZ1848,1848,2
Antimo Liberati,AMZ1848,1848,6
Dr Stockar,AMZ1848,1848,2
Aloys Schm,AMZ1848,1848,4
 Weidner,AMZ1848,1848,2
C L Reissig,AMZ1848,1848,5
Ch Mühlenfeldt,AMZ1848,1848,3
Friedr Wollank,AMZ1848,1848,14
Hellwig Wollank,AMZ1848,1848,2
 Wollank,AMZ1848,1848,2
Vater Unser,AMZ1848,1848,5
Hedwig Schultze,AMZ1848,1848,11
Heinrich Dorn,AMZ1848,1848,26
Mausikdirettor Dorn,AMZ1848,1848,2
 Dorn,AMZ1848,1848,7
n Dorn,AMZ1848,1848,3
P Jensen,AMZ1848,1848,2
n Mosevius,AMZ1848,1848,2
F A Krummacher,AMZ1848,1848,3
Professor Julius Hübner,AMZ1848,1848,2
J B de Fier,AMZ1848,1848,2
Goorg August Griesinger,AMZ1848,1848,2
Jos Czerny,AMZ1848,1848,6
Karl Czerny,AMZ1848,1848,20
Joseph Czerny,AMZ1848,1848,7
Carl Czerny,AMZ1848,1848,267
Charles Czerny,AMZ1848,1848,89
de C Czerny,AMZ1848,1848,2
 Czerny,AMZ1848,1848,8
Bey Joseph Czerny,AMZ1848,1848,2
n Czerny,AMZ1848,1848,5
Cramer Czerny,AMZ1848,1848,2
O Czerny,AMZ1848,1848,2
Breiting wurde,AMZ1848,1848,2
Dr Parsons,AMZ1848,1848,3
Wilhelm von Oranien,AMZ1848,1848,4
Brauer von Preston,AMZ1848,1848,3
Anastasios Grün,AMZ1848,1848,3
Fi scher,AMZ1848,1848,2
 Nau,AMZ1848,1848,4
Frits Spindler,AMZ1848,1848,6
F W Spindler,AMZ1848,1848,2
Fernandoa Cortez,AMZ1848,1848,2
Fernand Cortez,AMZ1848,1848,29
Ferdinand Cortez,AMZ1848,1848,102
 Cortez,AMZ1848,1848,2
Fernando Cortez,AMZ1848,1848,3
Fanny Elssler,AMZ1848,1848,7
C G Bellmann,AMZ1848,1848,2
Peter Generali,AMZ1848,1848,5
Adolph Zuberbier,AMZ1848,1848,2
St Jacob,AMZ1848,1848,6
Joseph Jacob,AMZ1848,1848,2
Fr August Leberecht Jacob,AMZ1848,1848,2
M Jacob,AMZ1848,1848,3
Fr Jacob,AMZ1848,1848,3
n Devrient,AMZ1848,1848,3
Eduard Devrient,AMZ1848,1848,16
Schröder Devrient,AMZ1848,1848,4
Carl Devrient,AMZ1848,1848,2
Emil Devrient,AMZ1848,1848,2
n Räder,AMZ1848,1848,3
Henry Blanchard,AMZ1848,1848,3
n Deutsch,AMZ1848,1848,3
Johann Huss,AMZ1848,1848,6
Carl Schulthess,AMZ1848,1848,2
C E Pax,AMZ1848,1848,3
J N Vogl,AMZ1848,1848,34
N Vogl,AMZ1848,1848,9
Johann Vogl,AMZ1848,1848,4
C F Peters,AMZ1848,1848,141
F Peters,AMZ1848,1848,5
St Peters,AMZ1848,1848,3
Adolph Peters,AMZ1848,1848,2
Grafen Brühl,AMZ1848,1848,2
Graf Brühl,AMZ1848,1848,4
v Brühl,AMZ1848,1848,3
Kapellmeister und Director,AMZ1848,1848,3
D Francisca Martius,AMZ1848,1848,2
Caetano Martius,AMZ1848,1848,2
M J F Martius,AMZ1848,1848,2
J C Remde,AMZ1848,1848,2
Minna von Barnhelm,AMZ1848,1848,3
Mr Wolff,AMZ1848,1848,2
P A Wolff,AMZ1848,1848,4
Dr B Wolff,AMZ1848,1848,2
Eduard Wolff,AMZ1848,1848,39
O L B Wolff,AMZ1848,1848,16
Heinrich Wolff,AMZ1848,1848,8
Christian Wolff,AMZ1848,1848,2
n Wolff,AMZ1848,1848,2
Edouard Wolff,AMZ1848,1848,2
unserm Publieum,AMZ1848,1848,2
Habenek geleitete Accompagnement,AMZ1848,1848,2
Alois Gleich,AMZ1848,1848,4
Aloys Gleich,AMZ1848,1848,2
Joseph Alois Gleich,AMZ1848,1848,8
 Familie,AMZ1848,1848,2
Andr Romhberg,AMZ1848,1848,2
W A Mosart,AMZ1848,1848,7
Wilhelm Hauck,AMZ1848,1848,7
 Hauck,AMZ1848,1848,2
Rochus Pumpernickel,AMZ1848,1848,6
Horzizky Concert,AMZ1848,1848,2
Concertmeister Möser Concert,AMZ1848,1848,3
Dr Bartolo,AMZ1848,1848,6
Don Bartolo,AMZ1848,1848,4
Organisten Joh,AMZ1848,1848,2
G Dessauer,AMZ1848,1848,2
Joseph Dessauer,AMZ1848,1848,17
 Dessauer,AMZ1848,1848,2
St Vietor,AMZ1848,1848,2
Georg Rapp,AMZ1848,1848,3
n Nehrlich,AMZ1848,1848,3
C G Nehrlich,AMZ1848,1848,3
Professor Negri,AMZ1848,1848,3
Buffo Negri,AMZ1848,1848,3
 Ernesti,AMZ1848,1848,2
Fr Roser,AMZ1848,1848,3
n Roser,AMZ1848,1848,3
Kapellmeister Roser,AMZ1848,1848,13
Franz Morlacchi,AMZ1848,1848,13
Ritter Morlacchi,AMZ1848,1848,4
Kapellmeister Morlacchi,AMZ1848,1848,3
Buffo Boccomini,AMZ1848,1848,5
Ehepaar Boccomini,AMZ1848,1848,3
de Laplace,AMZ1848,1848,3
Michael Oginski,AMZ1848,1848,2
Carl Grumbach,AMZ1848,1848,2
Karl Grumbach,AMZ1848,1848,2
Eduard Thiele,AMZ1848,1848,7
 Thiele,AMZ1848,1848,6
 Triebensee,AMZ1848,1848,2
Kapellmeister Triebensee,AMZ1848,1848,10
Kapellmeisters Triebensee,AMZ1848,1848,3
n Kapellmeister Triebensee,AMZ1848,1848,2
Franz Leppich,AMZ1848,1848,4
C Creutzer,AMZ1848,1848,3
Mathilde von Guise,AMZ1848,1848,8
und Weixelbaum,AMZ1848,1848,8
K S Weixelbaum,AMZ1848,1848,2
 Weixelbaum,AMZ1848,1848,4
H C Ebell,AMZ1848,1848,2
J L Dussehk,AMZ1848,1848,2
Belmonte und Constanze,AMZ1848,1848,2
Armin Früh,AMZ1848,1848,3
n Dr Ambros,AMZ1848,1848,2
Dr Ambros,AMZ1848,1848,2
Francesco Schoberlechner,AMZ1848,1848,2
Franz Schoberlechner,AMZ1848,1848,3
n Schoberlechner,AMZ1848,1848,2
F Principal,AMZ1848,1848,2
J W Klingohr,AMZ1848,1848,4
E Rosenkranz,AMZ1848,1848,2
Carl Theodors,AMZ1848,1848,2
Franz Grüner,AMZ1848,1848,3
August Gerke,AMZ1848,1848,17
 Gerke,AMZ1848,1848,3
Theophile Gerke,AMZ1848,1848,2
Otto Gerke,AMZ1848,1848,10
geborner Hannoveraner,AMZ1848,1848,2
Friedrich Ernst Fesca,AMZ1848,1848,47
Concertmeister Fesca,AMZ1848,1848,3
Landsmanns Fesca,AMZ1848,1848,2
F Fesca,AMZ1848,1848,7
Andre Fesca,AMZ1848,1848,10
F C Fesca,AMZ1848,1848,2
 Fesca,AMZ1848,1848,5
Alexander Fesca,AMZ1848,1848,7
n Fesca,AMZ1848,1848,2
Aghte der jüng,AMZ1848,1848,2
W Oldenburg,AMZ1848,1848,2
Wenzel Swoboda,AMZ1848,1848,2
 Swoboda,AMZ1848,1848,4
W A Swoboda,AMZ1848,1848,2
n Swoboda,AMZ1848,1848,2
F W Swoboda,AMZ1848,1848,3
Hans Klachel,AMZ1848,1848,2
 Tietze,AMZ1848,1848,2
Eduard Ulrich,AMZ1848,1848,6
K Ulrich,AMZ1848,1848,2
Hofprediger Sachse,AMZ1848,1848,2
Rod Sachse,AMZ1848,1848,2
F Sachse,AMZ1848,1848,2
n Rudolph Sachse,AMZ1848,1848,2
A Matthaei,AMZ1848,1848,8
H Matthaei,AMZ1848,1848,2
Concertmeister Matthaei,AMZ1848,1848,3
n Concertmeister Matthaei,AMZ1848,1848,2
Cantor Bischoff,AMZ1848,1848,3
Georg Friedrich Bischoff,AMZ1848,1848,9
J C Bischoff,AMZ1848,1848,2
 Bischoff,AMZ1848,1848,2
Carl Erfurt,AMZ1848,1848,9
Charles Erfurt,AMZ1848,1848,3
Leonhard Mälzel,AMZ1848,1848,3
 Chez,AMZ1848,1848,3
Michael Hauser,AMZ1848,1848,9
n Hauser,AMZ1848,1848,5
M H Hauser,AMZ1848,1848,2
N A Schaffner,AMZ1848,1848,2
Arnold Wehner,AMZ1848,1848,2
n Wehner,AMZ1848,1848,2
Rudolph Wehner,AMZ1848,1848,2
Johannes Kreisler,AMZ1848,1848,2
Mo zarts,AMZ1848,1848,2
Tell und Moses,AMZ1848,1848,2
 Tuczek,AMZ1848,1848,3
P T Herren Subseribenten,AMZ1848,1848,2
Henri Karr,AMZ1848,1848,11
G Fiseher,AMZ1848,1848,2
P J Fournes,AMZ1848,1848,4
S Dessau,AMZ1848,1848,4
A Liste,AMZ1848,1848,3
Eduard Saulson,AMZ1848,1848,3
M Ciuliani,AMZ1848,1848,3
Rosa Morandi,AMZ1848,1848,3
n Morandi,AMZ1848,1848,2
Teresa Belloc,AMZ1848,1848,2
Andrea Nozzari,AMZ1848,1848,7
V erlegern,AMZ1848,1848,3
Mauro Eiuliani,AMZ1848,1848,3
Familie Chiarini,AMZ1848,1848,2
Saul Saul,AMZ1848,1848,2
Josua und Saul,AMZ1848,1848,2
Fr Gumlich,AMZ1848,1848,6
Philipp de Monte,AMZ1848,1848,2
Jul Knorr,AMZ1848,1848,3
 Knorr,AMZ1848,1848,3
Julius Knorr,AMZ1848,1848,5
Hoforganist Kirsten,AMZ1848,1848,2
Constanze Tibaldi,AMZ1848,1848,4
 Tibaldi,AMZ1848,1848,2
und Gley,AMZ1848,1848,4
Fred Kuhlau,AMZ1848,1848,105
Friedrich Kuhlau,AMZ1848,1848,4
 Kuhlau,AMZ1848,1848,7
der Universität,AMZ1848,1848,2
J Haydna,AMZ1848,1848,3
M Dam,AMZ1848,1848,2
 Kargl,AMZ1848,1848,2
D Siegel,AMZ1848,1848,13
D S Siegel,AMZ1848,1848,20
NAcERILCHTEN Mayland,AMZ1848,1848,2
S Turin,AMZ1848,1848,4
Land zu Land,AMZ1848,1848,2
v Weiler,AMZ1848,1848,2
Felix Joseph Lipowsky,AMZ1848,1848,3
von Lipowsky,AMZ1848,1848,2
GC W Fink,AMZ1848,1848,887
W Fink,AMZ1848,1848,8
 Fink,AMZ1848,1848,9
n Fink,AMZ1848,1848,3
G Fink,AMZ1848,1848,3
C W Fink,AMZ1848,1848,14
M Fink,AMZ1848,1848,4
G IV Fink,AMZ1848,1848,17
van G W Fink,AMZ1848,1848,8
G V Fink,AMZ1848,1848,26
G w Fink,AMZ1848,1848,3
S W Fink,AMZ1848,1848,2
E W Fink,AMZ1848,1848,5
e W Fink,AMZ1848,1848,2
Charlotte Fink,AMZ1848,1848,6
Dr Gotffried Wilhelm Fink,AMZ1848,1848,124
Dr G V Fink,AMZ1848,1848,14
Dr G IV Fink,AMZ1848,1848,7
n Dr Fink,AMZ1848,1848,4
Dr GW Fink,AMZ1848,1848,15
Dr GV Fink,AMZ1848,1848,2
Dr Fink,AMZ1848,1848,3
Fr Dresch,AMZ1848,1848,2
J F Bleyer,AMZ1848,1848,3
 Ferdin,AMZ1848,1848,2
Hans Georz Nageli,AMZ1848,1848,2
S Pisa,AMZ1848,1848,2
Carolina Massei,AMZ1848,1848,2
A Schueider,AMZ1848,1848,2
 Schueider,AMZ1848,1848,2
Sey fried,AMZ1848,1848,5
vom Concertgeber,AMZ1848,1848,2
dem Concertgeber,AMZ1848,1848,6
Vincenz Neuling,AMZ1848,1848,2
Vinzenz Neuling,AMZ1848,1848,2
von Königslöw,AMZ1848,1848,5
n v Königslöw,AMZ1848,1848,2
me Barilli,AMZ1848,1848,4
 Gubitz,AMZ1848,1848,3
F W Gubitz,AMZ1848,1848,6
Carl Heigel,AMZ1848,1848,2
Cäsar Max Heigel,AMZ1848,1848,6
St Esteve,AMZ1848,1848,2
Hans Isaac,AMZ1848,1848,2
Heinrich Isaac,AMZ1848,1848,6
J G Rack,AMZ1848,1848,2
 Tuczeck,AMZ1848,1848,2
Leopoldine Tuczeck,AMZ1848,1848,2
Ch Töpfer,AMZ1848,1848,2
Gehring Töpfer,AMZ1848,1848,2
J G Töpfer,AMZ1848,1848,11
 Töpfer,AMZ1848,1848,6
Professor Töpfer,AMZ1848,1848,7
Dr Töpfer,AMZ1848,1848,2
J E Töpfer,AMZ1848,1848,5
J Callus,AMZ1848,1848,2
A Emil,AMZ1848,1848,9
Moritz Levy,AMZ1848,1848,2
zwey Octaven,AMZ1848,1848,6
Sj Octaven,AMZ1848,1848,2
Sein Nachfolger,AMZ1848,1848,2
von Stael,AMZ1848,1848,3
Emanuel Geibel,AMZ1848,1848,26
Franz Siebert,AMZ1848,1848,9
und Siebert,AMZ1848,1848,4
Clara Siebert,AMZ1848,1848,10
Moses Mendelsohns,AMZ1848,1848,2
R componirt,AMZ1848,1848,2
Jacobi componirt,AMZ1848,1848,2
C Blum componirt,AMZ1848,1848,2
v Rothkirch,AMZ1848,1848,2
Giulio Vigano,AMZ1848,1848,3
Klingemanns Faust,AMZ1848,1848,2
Dr Faust,AMZ1848,1848,4
Spohrs Faust,AMZ1848,1848,3
Fr Buchmann,AMZ1848,1848,2
J C G Junghans,AMZ1848,1848,2
Karl Junghans,AMZ1848,1848,2
Hofmusicus Flittner,AMZ1848,1848,2
von Mörs,AMZ1848,1848,7
J Stiastny,AMZ1848,1848,5
Fr Stiastny,AMZ1848,1848,2
W Hauff,AMZ1848,1848,4
C T Moritz,AMZ1848,1848,9
E T Moritz,AMZ1848,1848,2
C Moritz,AMZ1848,1848,2
KM Moritz,AMZ1848,1848,2
St Moritz,AMZ1848,1848,2
 Moritz,AMZ1848,1848,4
Landgraf Moritz,AMZ1848,1848,3
 Am,AMZ1848,1848,3
A Am,AMZ1848,1848,2
N Am,AMZ1848,1848,2
Prinzessin Aschenbrödel,AMZ1848,1848,2
Titus Dauchy,AMZ1848,1848,2
Friedrich Reil,AMZ1848,1848,2
Georg Reil,AMZ1848,1848,3
Peter Paul de Milano,AMZ1848,1848,2
Der blinde Gärtner,AMZ1848,1848,3
Carl von Gärtner,AMZ1848,1848,3
von Gärtner,AMZ1848,1848,3
Johanna Sebus,AMZ1848,1848,5
R Ehre,AMZ1848,1848,2
Bastogi Ehre,AMZ1848,1848,2
Maria Carolina,AMZ1848,1848,2
v Cöthe,AMZ1848,1848,3
Franz Conradi,AMZ1848,1848,2
A Conradi,AMZ1848,1848,3
n Conradi,AMZ1848,1848,3
Hoftheater zu Mannheim,AMZ1848,1848,2
Adolph und Clara,AMZ1848,1848,7
Adolph et Clara,AMZ1848,1848,2
 Clara,AMZ1848,1848,2
Theodore Aumer,AMZ1848,1848,5
Balletmeister Aumer,AMZ1848,1848,4
Julie Aumer,AMZ1848,1848,2
Balletmeister Taglioni,AMZ1848,1848,3
Salvadore Taglioni,AMZ1848,1848,2
Paul Taglioni,AMZ1848,1848,5
Marie Taglioni,AMZ1848,1848,3
C Pitsch,AMZ1848,1848,4
C F Pitsch,AMZ1848,1848,13
 Jenny,AMZ1848,1848,6
Adolph Wiele,AMZ1848,1848,5
Kammermusikus Wiele,AMZ1848,1848,3
Kammermusikus Hr Wiele,AMZ1848,1848,3
n Wiele,AMZ1848,1848,2
Villa Bella,AMZ1848,1848,3
Julie v Bechtolsheim,AMZ1848,1848,2
Cardinal Ottoboni,AMZ1848,1848,2
Carlo Broschi,AMZ1848,1848,5
St Lorenzo,AMZ1848,1848,2
Giovanni Battista Polledro,AMZ1848,1848,2
J P Polledro,AMZ1848,1848,3
Luigia Valsovani,AMZ1848,1848,2
Domenico Bertozzi,AMZ1848,1848,3
Teresa Belloli,AMZ1848,1848,2
Georg Pasterwitz,AMZ1848,1848,2
 Concertmeisters,AMZ1848,1848,2
Der Franc,AMZ1848,1848,5
Johann Moralt,AMZ1848,1848,3
Peter Moralt,AMZ1848,1848,2
n P Moralt,AMZ1848,1848,2
